thread_number, text,
Yogesh,Yun buying... But school got offer 2000 plus only...,
Yogesh,You sure your neighbors didnt pick it up,
Yogesh,K. I will sent it again,
Yogesh,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,
Yogesh,New Theory: Argument wins d SITUATION,
Yogesh,Well. Im computerless. Time to make some oreo truffles,
Yogesh,Haha yeah I see that now,
Yogesh,I am not having her number sir,
Yogesh,Lol now I'm after that hot air balloon!,
Yogesh,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,
Yogesh,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,
Yogesh,Yeah,
Yogesh,Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p),
Yogesh,Happy new years melody!,
Yogesh,Ü dun need to pick ur gf?,
Yogesh,Yay! You better not have told that to 5 other girls either.,
Yogesh,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,
Yogesh,Did he say how fantastic I am by any chance,
Yogesh,Just nw i came to hme da..,
Yogesh,I'm outside islands,
Yogesh,To day class is there are no class.,
Yogesh,I'm in chennai velachery:),
Yogesh,You flippin your shit yet?,
Yogesh,K give me a sec,
Yogesh,Am i that much bad to avoid like this?,
Yogesh,Yo,
Yogesh,Annoying isn't it.,
Yogesh,Goodmorning,
Yogesh,There's no point hangin on to mr not right if he's not makin u happy,
Yogesh,All will come alive.better correct any good looking figure there itself..,
Yogesh,In that case I guess I'll see you at campus lodge,
Yogesh,We're done...,
Yogesh,Come to my home for one last time i wont do anything. Trust me.,
Yogesh,I was up all night too worrying about this appt. It's a sYogesh,
Yogesh,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,
Yogesh,Ok... C ya...,
Yogesh,You have 1 new voicemail. Please call 08719181503,
Yogesh,What he said is not the matter. My mind saying some other matter is there.,
Yogesh,He also knows about lunch menu only da. . I know,
Yogesh,Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go,
Yogesh,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,
Yogesh,Otherwise had part time job na-tuition..,
Yogesh,I know she called me,
Yogesh,Me also da,
Yogesh,Thanks for understanding. I've been trying to tell sura that.,
Yogesh,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,
Yogesh,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,
Yogesh,As a SIM subscriber,
Yogesh,I need you to be in my strong arms...,
Yogesh,Also maaaan are you missing out,
Yogesh,His bday real is in april .,
Yogesh,Guessin you ain't gonna be here before 9?,
Yogesh,Ok then i will come to ur home after half an hour,
Yogesh,Yo,
Yogesh,Yeah,
Yogesh,I'll text now! All creepy like so he won't think that we forgot,
Yogesh,that would be good … I'll phone you tomo lunchtime,
Yogesh,You have 1 new voicemail. Please call 08719181513.,
Yogesh,Damn,
Yogesh,K..k..i'm also fine:)when will you complete the course?,
Yogesh,True. It is passable. And if you get a high score and apply for phd,
Yogesh,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,
Yogesh,Prakesh is there know.,
Yogesh,Teach me apps da. When you come to college.,
Yogesh,Rofl betta invest in some  anti aging products,
Yogesh,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,
Yogesh,sir,
Yogesh,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,
Yogesh,So ü'll be submitting da project tmr rite?,
Yogesh,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,
Yogesh,Jus ans me lar. U'll noe later.,
Yogesh,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,
Yogesh,have got * few things to do. may be in * pub later.,
Yogesh,1's finish meeting call me.,
Yogesh,Lol ok. I'll snatch her purse too.,
Yogesh,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,
Yogesh,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,
Yogesh,How much are we getting?,
Yogesh,Is ur paper in e morn or aft tmr?,
Yogesh,Dear relieved of westonzoyland,
Yogesh,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,
Yogesh,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,
Yogesh,I want to show you the world,
Yogesh,Nobody can decide where to eat and dad wants Chinese,
Yogesh,No shoot me. I'm in the docs waiting room. :/,
Yogesh,Now? I'm going out 4 dinner soon..,
Yogesh,Hello which the site to download songs its urgent pls,
Yogesh,I do know what u mean,
Yogesh,Horrible gal. Me in sch doing some stuff. How come u got mc?,
Yogesh,HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME,
Yogesh,I call you later,
Yogesh,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,
Yogesh,Please CALL 08712402779 immediately as there is an urgent message waiting for you,
Yogesh,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,
Yogesh,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...,
Yogesh,What your plan for pongal?,
Yogesh,Just wait till end of march when el nino gets himself. Oh.,
Yogesh,Not yet chikku..going to room nw,
Yogesh,Am also doing in cbe only. But have to pay.,
Yogesh,Honey boo I'm missing u.,
Yogesh,We have sent JD for Customer Service cum Accounts Executive to ur mail id,
Yogesh,Yo,
Yogesh,Thank you so much. When we skyped wit kz and sura,
Yogesh,Hungry gay guys feeling hungry and up 4 it,
Yogesh,Ok. No wahala. Just remember that a friend in need ...,
Yogesh,I will see in half an hour,
Yogesh,Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,
Yogesh,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",
Yogesh,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,
Yogesh,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,
Yogesh,Tee hee. Off to lecture,
Yogesh,Sorry chikku,
Yogesh,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,
Yogesh,Ok...,
Yogesh,network operator. The service is free. For T & C's visit 80488.biz,
Yogesh,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,
Yogesh,Wot u up 2 u weirdo?,
Yogesh,Can do lor...,
Yogesh,Dont put your phone on silent mode ok,
Yogesh,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,
Yogesh,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,
Yogesh,Oh ho. Is this the first time u use these type of words,
Yogesh,Am I the only one who doesn't stalk profiles?,
Yogesh,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",
Yogesh,Yes i thought so. Thanks.,
Yogesh,But if she.s drinkin i'm ok.,
Yogesh,Just wondering,
Yogesh,Night has ended for another day,
Yogesh,What do you do,
Yogesh,Happy new year to u too!,
Yogesh,Hey...Great deal...Farm tour 9am to 5pm $95/pax,
Yogesh,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...,
Yogesh,Hey babe! I saw you came online for a second and then you disappeared,
Yogesh,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,
Yogesh,Happy birthday... May all ur dreams come true...,
Yogesh,Aiyah u did ok already lar. E nydc at wheellock?,
Yogesh,TELL HER I SAID EAT SHIT.,
Yogesh,Sure! I am driving but will reach my destination soon.,
Yogesh,K so am I,
Yogesh,Your daily text from me – a favour this time,
Yogesh,Great to hear you are settling well. So what's happenin wit ola?,
Yogesh,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,
Yogesh,I tot u reach liao. He said t-shirt.,
Yogesh,FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE,
Yogesh,I cant pick the phone right now. Pls send a message,
Yogesh,Your right! I'll make the appointment right now.,
Yogesh,Designation is software developer and may be she get chennai:),
Yogesh,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186,
Yogesh,Get 3 Lions England tone,
Yogesh,I jokin oni lar.. Ü busy then i wun disturb ü.,
Yogesh,Ok,
Yogesh,I.ll always be there,
Yogesh,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,
Yogesh,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,
Yogesh,How abt making some of the pics bigger?,
Yogesh,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,
Yogesh,Whenevr ur sad,
Yogesh,Why nothing. Ok anyway give me treat,
Yogesh,Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY,
Yogesh,Ok...,
Yogesh,Correct. So how was work today,
Yogesh,Just sent again. Do you scream and moan in bed,
Yogesh,I wake up long ago already... Dunno,
Yogesh,Oh just getting even with u.... u?,
Yogesh,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,
Yogesh,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,
Yogesh,Yeah jay's sort of a fucking retard,
Yogesh,Sorry,
Yogesh,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,
Yogesh,My exam is for february 4. Wish you a great day.,
Yogesh,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,
Yogesh,Aight no rush,
Yogesh,Good Morning plz call me sir,
Yogesh,It's ok lar. U sleep early too... Nite...,
Yogesh,Oh... Icic... K lor,
Yogesh,Oh ! A half hour is much longer in Syria than Canada,
Yogesh,Sometimes we put walls around our hearts,
Yogesh,Sweet,
Yogesh,Then she buying today? Ü no need to c meh...,
Yogesh,Aight sorry I take ten years to shower. What's the plan?,
Yogesh,Every monday..nxt week vl be completing..,
Yogesh,Might ax well im there.,
Yogesh,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,
Yogesh,Yeah I'll try to scrounge something up,
Yogesh,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,
Yogesh,Were somewhere on Fredericksburg,
Yogesh,Que pases un buen tiempo or something like that,
Yogesh,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,
Yogesh,She doesnt need any test.,
Yogesh,Nothing much,
Yogesh,FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out,
Yogesh,Bugis oso near wat...,
Yogesh,Yo theres no class tmrw right?,
Yogesh,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,
Yogesh,Goodnight,
Yogesh,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,
Yogesh,Convey my regards to him,
Yogesh,U ned to convince him tht its not possible witot hurting his feeling its the main,
Yogesh,Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you,
Yogesh,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,
Yogesh,&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u,
Yogesh,Yo dude guess who just got arrested the other day,
Yogesh,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,
Yogesh,What does the dance river do?,
Yogesh,Yetunde,
Yogesh,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,
Yogesh,HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd,
Yogesh,Bbq this sat at mine from 6ish. Ur welcome 2 come,
Yogesh,I don't know,
Yogesh,Alright. I'm out--have a good night!,
Yogesh,Did you try making another butt.,
Yogesh,Hope you are feeling great. Pls fill me in. Abiola,
Yogesh,I though we shd go out n have some fun so bar in town or something – sound ok?,
Yogesh,1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand,
Yogesh,Bears Pic Nick,
Yogesh,500 New Mobiles from 2004,
Yogesh,We're finally ready fyi,
Yogesh,Auntie huai juan never pick up her phone,
Yogesh,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,
Yogesh,Ya tel,
Yogesh,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,
Yogesh,i dnt wnt to tlk wid u,
Yogesh,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",
